date,log_return
2020-01-02,0.008294202545388095
2020-01-03,0.04138858417043376
2020-01-06,0.00038773591051353474
2020-01-07,0.006127054715942597
2020-01-08,-0.031194057732345133
2020-01-09,0.011512091027182071
2020-01-10,0.0016692595165145438
2020-01-13,-0.03406121055942507
2020-01-14,-0.001404713945575605
2020-01-15,-0.002069886366882644
2020-01-16,0.04430401075334241
2020-01-17,0.025028646794160198
2020-01-20,0.0003184244333926489
2020-01-21,0.006543344588419801
2020-01-22,0.0011071437205212571
2020-01-23,-0.0048331651031669354
2020-01-24,-0.024667114878504575
2020-01-27,-0.003536177593297111
2020-01-28,-0.01671139597197017
2020-01-29,-0.027790865466716167
2020-01-30,0.011946145709836051
2020-01-31,0.008883070370752205
2020-02-03,-0.039223716028181026
2020-02-04,-0.0030712481318050616
2020-02-05,0.023729820173727715
2020-02-06,0.025595089337187623
2020-02-07,0.025301158119859616
2020-02-10,0.0009745589600663597
2020-02-11,-0.02012958757875403
2020-02-12,-0.02575240450116502
2020-02-13,0.008391643318415017
2020-02-14,0.008867831422618001
2020-02-17,0.029025163105585824
2020-02-18,0.026181060873419957
2020-02-19,-0.003231271303995827
2020-02-20,-0.02899500443201694
2020-02-21,-0.0077886037075048905
2020-02-24,0.005084395093544829
2020-02-25,-0.004532599994632449
2020-02-26,-0.012455298470907084
2020-02-27,0.0053514947652500144
2020-02-28,-0.010311510390292
2020-03-02,-0.012610696360968222
2020-03-03,0.006199881304425935
2020-03-04,-0.007796139955113033
2020-03-05,0.0046424362875093165
2020-03-06,0.005073177689017455
2020-03-09,-0.020730263161244163
2020-03-10,-0.009222117810897077
2020-03-11,0.027167448955765408
2020-03-12,-0.023981374647201667
2020-03-13,-0.04563717790503708
2020-03-16,-0.04843623000382853
2020-03-17,0.0008672801079161542
2020-03-18,0.0008679575247997222
2020-03-19,-0.003120077176881233
2020-03-20,0.03055695753559856
2020-03-23,-0.06986682008866098
2020-03-24,0.013680649676204044
2020-03-25,0.051071609711338915
2020-03-26,-0.03990284148646101
2020-03-27,-0.013618231448088203
2020-03-30,-0.025502527048549713
2020-03-31,-0.029463582481570938
2020-04-01,-0.010615161675524358
2020-04-02,0.04391183510987108
2020-04-03,0.060003709281147365
2020-04-06,-0.012419489745984556
2020-04-07,0.06633349332892771
2020-04-08,0.0014165004551865822
2020-04-09,0.06513681268733726
2020-04-10,-0.0038561963574905477
2020-04-13,0.005051052353691735
2020-04-14,0.01316566560058971
2020-04-15,0.10808792343974562
2020-04-16,0.0417179092200271
2020-04-17,-0.03375408404690391
2020-04-20,0.04441921365603287
2020-04-21,-0.01638585587399587
2020-04-22,-0.020811499483565574
2020-04-23,0.03654319376488259
2020-04-24,0.001229800881610717
2020-04-27,0.010282587145161682
2020-04-28,0.000485068997983271
2020-04-29,0.010934347150399575
2020-04-30,0.013059495034063876
2020-05-01,-0.05668254224068093
2020-05-04,0.022532393691217883
2020-05-05,-0.03203881645003077
2020-05-06,-0.046949910143206576
2020-05-07,-0.0020194705432928107
2020-05-08,0.0027203836410982516
2020-05-11,-0.02110276331296517
2020-05-12,0.024558620809344466
2020-05-13,-0.03907196482277184
2020-05-14,-0.012443905472509564
2020-05-15,-0.01701780095685666
2020-05-18,-0.0013074464954247675
2020-05-19,0.007396264363798109
2020-05-20,-0.025466391100535227
2020-05-21,0.018518693197375785
2020-05-22,0.001581938123999398
2020-05-25,-0.04518400501063055
2020-05-26,-0.05404132912508824
2020-05-27,-0.0003948751718462317
2020-05-28,-0.0066530193493950255
2020-05-29,-0.0029421094409692356
2020-06-01,-0.0007522343852540934
2020-06-02,0.005743019424219363
2020-06-03,0.0230001151341987
2020-06-04,-0.02716484844285438
2020-06-05,-0.029412887085405667
2020-06-08,-0.028345859996667506
2020-06-09,0.007648003179409732
2020-06-10,0.03141008543778486
2020-06-11,-0.011348924303619445
2020-06-12,-0.06317567703384748
2020-06-15,-0.05520727960127792
2020-06-16,-0.02988433720159277
2020-06-17,-0.01957953080462278
2020-06-18,-0.013702268518858628
2020-06-19,0.0012274105735661637
2020-06-22,-0.009319686512575063
2020-06-23,0.029744482481635713
2020-06-24,-0.019377879441523856
2020-06-25,-0.024031713252409076
2020-06-26,0.013223291378014625
2020-06-29,-0.040707694492271004
2020-06-30,0.01121251678652181
2020-07-01,0.002812825966784985
2020-07-02,-0.0038285647411873667
2020-07-03,0.03919275069936797
2020-07-06,-0.016857382549578605
2020-07-07,0.05418020026580075
2020-07-08,-0.007021271494176511
2020-07-09,-0.03753100679908178
2020-07-10,0.0021378539642525163
2020-07-13,-0.03098058067111006
2020-07-14,-0.021941417200140253
2020-07-15,0.011333432323446246
2020-07-16,0.0151294416336977
2020-07-17,-0.016359359921731282
2020-07-20,0.025240543039749673
2020-07-21,0.029851873165215714
2020-07-22,0.03814031959237741
2020-07-23,0.015029424414069443
2020-07-24,0.03722868312258159
2020-07-27,-0.05425189545820001
2020-07-28,-0.01049607730217119
2020-07-29,-0.027040016054094652
2020-07-30,0.0036686945129537885
2020-07-31,-0.016560391617786854
2020-08-03,-0.004640650497036602
2020-08-04,0.049775992251916513
2020-08-05,-0.00515457734943574
2020-08-06,0.011853925895097648
2020-08-07,-0.006352169564218084
2020-08-10,0.0019662256581856993
2020-08-11,0.0001483285407138149
2020-08-12,0.010522005533742034
2020-08-13,0.02646284623852883
2020-08-14,0.038840048981325904
2020-08-17,0.00810818178091253
2020-08-18,0.014735715899111853
2020-08-19,-0.027977525556865158
2020-08-20,-0.002204723223918038
2020-08-21,0.02244470575250119
2020-08-24,0.0208262352406162
2020-08-25,0.005084685823318458
2020-08-26,0.020370286649809527
2020-08-27,0.011325448048818033
2020-08-28,0.026900997470039704
2020-08-31,0.00676921098008018
2020-09-01,-0.007993195722528141
2020-09-02,0.007290821420174754
2020-09-03,-0.061574005683428204
2020-09-04,0.011225976371174262
2020-09-07,-0.10184515481806107
2020-09-08,-0.07564885342553138
2020-09-09,0.02188888634555201
2020-09-10,0.02179049853030562
2020-09-11,-0.05009095916677454
2020-09-14,-0.03109856266513321
2020-09-15,0.05761028864852735
2020-09-16,-0.021247834101596287
2020-09-17,0.09308897508697161
2020-09-18,-9.644592421013254e-05
2020-09-21,0.019028175203869766
2020-09-22,0.07088211389874276
2020-09-23,0.00622983604246082
2020-09-24,-0.04433438451534056
2020-09-25,-0.004816799708567416
2020-09-28,-0.001456013362130402
2020-09-29,-0.05201921649719713
2020-09-30,-0.010195225528744505
2020-10-01,-0.027711468391623823
2020-10-02,0.03343539224309823
2020-10-05,0.0012369859434993656
2020-10-06,-0.00945760065166264
2020-10-07,-0.003348141390538836
2020-10-08,0.0066179156488709355
2020-10-09,0.01729876850351624
2020-10-12,-0.027155529996945624
2020-10-13,-0.02849758262433936
2020-10-14,0.030583719192692798
2020-10-15,-0.011635772210612521
2020-10-16,-0.03819420489269597
2020-10-19,0.012745076615405143
2020-10-20,0.012723216398874419
2020-10-21,-0.040322705529602765
2020-10-22,0.006558233260735758
2020-10-23,0.01991563911905925
2020-10-26,0.009933947579625138
2020-10-27,0.016039597413730438
2020-10-28,-0.03474450204272462
2020-10-29,0.008744486718842615
2020-10-30,-0.007632810617028018
2020-11-02,-0.011645253218606946
2020-11-03,0.020321653804941324
2020-11-04,0.03458271098976792
2020-11-05,0.04542288409066515
2020-11-06,0.03773260545143804
2020-11-09,-0.0032968587584518328
2020-11-10,0.009989164072264866
2020-11-11,0.02068040133195865
2020-11-12,0.003212682925338268
2020-11-13,0.0032891107060904158
2020-11-16,0.01972224687184874
2020-11-17,-0.0014124732548223753
2020-11-18,-0.016583626877091393
2020-11-19,-0.009328766779633348
2020-11-20,0.013821449556657579
2020-11-23,6.428873323982432e-05
2020-11-24,0.0070273900089224085
2020-11-25,0.013454925186805496
2020-11-26,-0.007486569633317356
2020-11-27,0.014750666356106472
2020-11-30,0.00742343115616328
2020-12-01,-0.023677271972061792
2020-12-02,0.029340567061787823
2020-12-03,-0.01106830449233029
2020-12-04,-0.035664546762529455
